tech,country,year,coef,value,unit,provenance
HGV,DE,Y21,load_factor_own,7.273,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y21,load_factor_total,10.329,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y22,load_factor_hire,10.997,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y22,load_factor_own,7.233,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y22,load_factor_total,10.36,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y23,load_factor_hire,10.818,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y23,load_factor_own,7.191,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y23,load_factor_total,10.202,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y21,load_factor_hire,10.656,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y21,load_factor_own,8.004,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y21,load_factor_total,10.235,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y22,load_factor_hire,10.676,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y22,load_factor_own,7.561,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y22,load_factor_total,10.142,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y23,load_factor_hire,11.755,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y23,load_factor_own,8.356,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DK,Y23,load_factor_total,11.176,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y21,load_factor_hire,14.211,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y21,load_factor_own,5.929,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y21,load_factor_total,13.326,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y22,load_factor_hire,13.129,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y22,load_factor_own,7.449,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y22,load_factor_total,12.371,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y23,load_factor_hire,13.86,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y23,load_factor_own,7.432,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,EE,Y23,load_factor_total,13.025,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y21,load_factor_hire,13.347,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y21,load_factor_own,4.856,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y21,load_factor_total,12.499,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y22,load_factor_hire,13.153,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y22,load_factor_own,4.813,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y22,load_factor_total,12.359,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y23,load_factor_hire,13.084,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y23,load_factor_own,4.834,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ES,Y23,load_factor_total,12.287,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y21,load_factor_hire,17.573,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y21,load_factor_own,3.831,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y21,load_factor_total,15.088,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y22,load_factor_hire,17.841,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y22,load_factor_own,4.736,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y22,load_factor_total,15.457,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y23,load_factor_hire,17.567,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y23,load_factor_own,4.67,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FI,Y23,load_factor_total,15.508,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y21,load_factor_hire,10.98,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y21,load_factor_own,6.636,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y21,load_factor_total,10.179,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y22,load_factor_hire,10.987,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y22,load_factor_own,6.813,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y22,load_factor_total,10.228,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y23,load_factor_hire,10.861,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y23,load_factor_own,6.521,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,FR,Y23,load_factor_total,10.091,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y21,load_factor_hire,12.396,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y21,load_factor_own,5.635,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y21,load_factor_total,9.424,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y22,load_factor_hire,12.512,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y22,load_factor_own,5.755,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y22,load_factor_total,9.563,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y23,load_factor_hire,12.098,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y23,load_factor_own,5.375,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,GR,Y23,load_factor_total,9.658,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y21,load_factor_hire,12.278,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y21,load_factor_own,7.071,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y21,load_factor_total,11.08,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y22,load_factor_hire,12.437,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y22,load_factor_own,7.256,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y22,load_factor_total,11.178,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y23,load_factor_hire,12.321,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y23,load_factor_own,7.183,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HR,Y23,load_factor_total,11.142,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y21,load_factor_hire,12.489,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y21,load_factor_own,6.614,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y21,load_factor_total,11.219,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y22,load_factor_hire,12.627,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y22,load_factor_own,6.283,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y22,load_factor_total,11.398,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y23,load_factor_hire,12.077,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y23,load_factor_own,6.601,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,HU,Y23,load_factor_total,10.968,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y21,load_factor_hire,9.805,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y21,load_factor_own,4.559,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y21,load_factor_total,7.45,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y22,load_factor_hire,9.316,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y22,load_factor_own,4.169,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y22,load_factor_total,6.95,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y23,load_factor_hire,9.31,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y23,load_factor_own,4.255,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IE,Y23,load_factor_total,6.991,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y21,load_factor_hire,17.14,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y21,load_factor_own,10.267,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y21,load_factor_total,16.612,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y22,load_factor_hire,16.872,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y22,load_factor_own,10.105,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y22,load_factor_total,16.381,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y23,load_factor_hire,16.314,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y23,load_factor_own,10.187,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,IT,Y23,load_factor_total,15.859,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y21,load_factor_hire,14.224,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y21,load_factor_own,8.264,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y21,load_factor_total,13.994,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y22,load_factor_hire,14.322,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y22,load_factor_own,8.827,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y22,load_factor_total,14.121,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y23,load_factor_hire,15.054,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y23,load_factor_own,8.704,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LT,Y23,load_factor_total,14.812,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y21,load_factor_hire,12.811,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y21,load_factor_own,9.896,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y21,load_factor_total,11.355,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y22,load_factor_hire,13.385,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y22,load_factor_own,10.641,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y22,load_factor_total,11.976,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y23,load_factor_hire,13.163,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y23,load_factor_own,10.69,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LU,Y23,load_factor_total,11.884,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y21,load_factor_hire,11.995,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y21,load_factor_own,7.522,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y21,load_factor_total,11.609,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y22,load_factor_hire,12.462,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y22,load_factor_own,8.279,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y22,load_factor_total,12.1,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y23,load_factor_hire,12.291,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y23,load_factor_own,8.016,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,LV,Y23,load_factor_total,11.831,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y21,load_factor_hire,8.8,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y21,load_factor_own,13.6,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y21,load_factor_total,11.2,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y22,load_factor_hire,8.0,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y22,load_factor_own,14.4,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y22,load_factor_total,11.2,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y23,load_factor_hire,6.333,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y23,load_factor_own,21.25,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,ME,Y23,load_factor_total,12.2,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,MK,Y21,load_factor_hire,6.824,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,MK,Y21,load_factor_own,14.8,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,MK,Y21,load_factor_total,12.776,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y21,load_factor_hire,9.65,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y21,load_factor_own,6.395,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y21,load_factor_total,9.05,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y22,load_factor_hire,9.73,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y22,load_factor_own,6.355,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y22,load_factor_total,9.079,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y23,load_factor_hire,9.656,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y23,load_factor_own,6.399,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NL,Y23,load_factor_total,9.049,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y21,load_factor_hire,15.125,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y21,load_factor_own,9.206,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y21,load_factor_total,13.819,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y22,load_factor_hire,13.35,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y22,load_factor_own,8.48,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y22,load_factor_total,12.325,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y23,load_factor_hire,10.883,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y23,load_factor_own,9.105,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,NO,Y23,load_factor_total,10.562,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y21,load_factor_hire,12.823,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y21,load_factor_own,6.992,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y21,load_factor_total,11.851,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y22,load_factor_hire,12.816,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y22,load_factor_own,7.282,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y22,load_factor_total,11.919,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y23,load_factor_hire,12.713,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y23,load_factor_own,6.938,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PL,Y23,load_factor_total,11.813,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y21,load_factor_hire,14.15,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y21,load_factor_own,6.432,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y21,load_factor_total,12.554,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y22,load_factor_hire,13.777,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y22,load_factor_own,5.517,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y22,load_factor_total,12.624,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y23,load_factor_hire,13.467,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y23,load_factor_own,5.8,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,PT,Y23,load_factor_total,12.146,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y21,load_factor_hire,15.013,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y21,load_factor_own,14.17,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y21,load_factor_total,14.839,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y22,load_factor_hire,14.711,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y22,load_factor_own,14.334,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y22,load_factor_total,14.629,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y23,load_factor_hire,14.517,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y23,load_factor_own,14.127,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,RO,Y23,load_factor_total,14.436,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y21,load_factor_hire,14.792,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y21,load_factor_own,8.525,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y21,load_factor_total,14.162,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y22,load_factor_hire,14.032,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y22,load_factor_own,8.469,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y22,load_factor_total,13.483,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y23,load_factor_hire,13.502,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y23,load_factor_own,7.315,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SE,Y23,load_factor_total,12.91,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y21,load_factor_hire,13.782,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y21,load_factor_own,8.628,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y21,load_factor_total,13.267,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y22,load_factor_hire,13.42,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y22,load_factor_own,8.059,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y22,load_factor_total,12.895,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y23,load_factor_hire,13.006,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y23,load_factor_own,8.227,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SI,Y23,load_factor_total,12.518,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y21,load_factor_hire,9.518,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y21,load_factor_own,2.632,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y21,load_factor_total,8.303,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y22,load_factor_hire,8.993,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y22,load_factor_own,2.382,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y22,load_factor_total,7.966,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y23,load_factor_hire,8.511,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y23,load_factor_own,2.425,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,SK,Y23,load_factor_total,7.375,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
